 628.6523	 312.3595	 642.5430	 297.7194	 663.3237	 293.6540	 681.4907	 296.2797	 686.3648	 308.1031	 784.4405	 298.0673	 774.6891	 291.1222	 750.7970	 290.9708	 732.3281	 297.1651	 727.9360	 309.4830	 645.1166	 334.0984	 653.5155	 323.9808	 666.2430	 322.3867	 678.5972	 327.2083	 688.0626	 333.7857	 676.8430	 338.9965	 665.3404	 342.0615	 653.6704	 341.2429	 775.1357	 330.7443	 768.4040	 323.3015	 758.1993	 320.6973	 744.3215	 324.1032	 730.2467	 332.9466	 744.2659	 338.2595	 756.1798	 340.1556	 767.4590	 337.9371	 700.7957	 320.4517	 692.5712	 373.1865	 691.4488	 386.6523	 697.2620	 391.4238	 700.0033	 397.7349	 712.8440	 399.5901	 724.9067	 398.0107	 727.5549	 391.7722	 731.9332	 385.6155	 729.3837	 370.7253	 718.8567	 321.9912	 676.3254	 432.5080	 700.4617	 422.9098	 711.0147	 425.7860	 720.5335	 422.9919	 746.2936	 430.6081	 735.0743	 440.7502	 709.5152	 447.2367	 685.4428	 440.6363	 628.1805	 412.5185	 634.2727	 437.0361	 643.1867	 455.6518	 670.6891	 481.5600	 710.6108	 489.5324	 750.9626	 476.5982	 772.8285	 450.8644	 780.7601	 431.5776	 788.8634	 403.1378	
 628.6562	 312.3743	 642.5497	 297.7471	 663.3332	 293.6889	 681.5023	 296.3179	 686.3763	 308.1402	 784.4581	 298.0850	 774.7076	 291.1490	 750.8146	 291.0063	 732.3442	 297.2042	 727.9510	 309.5204	 645.1231	 334.1229	 653.5234	 324.0113	 666.2520	 322.4186	 678.6070	 327.2393	 688.0728	 333.8146	 676.8525	 339.0283	 665.3493	 342.0941	 653.6782	 341.2733	 775.1512	 330.7682	 768.4204	 323.3322	 758.2154	 320.7305	 744.3363	 324.1355	 730.2598	 332.9763	 744.2801	 338.2919	 756.1947	 340.1888	 767.4743	 337.9677	 700.8083	 320.4906	 692.5820	 373.2253	 691.4590	 386.6889	 697.2736	 391.4700	 700.0144	 397.7774	 712.8561	 399.6371	 724.9189	 398.0541	 727.5677	 391.8181	 731.9455	 385.6537	 729.3966	 370.7654	 718.8708	 322.0310	 676.3339	 432.5379	 700.4728	 422.9553	 711.0260	 425.8313	 720.5451	 423.0379	 746.3036	 430.6387	 735.0846	 440.7867	 709.5256	 447.2784	 685.4523	 440.6732	 628.1822	 412.5036	 634.2754	 437.0244	 643.1914	 455.6532	 670.6965	 481.5805	 710.6186	 489.5583	 750.9688	 476.6120	 772.8339	 450.8644	 780.7646	 431.5635	 788.8697	 403.1228	
 628.7533	 312.5342	 642.6475	 297.9372	 663.4337	 293.8974	 681.6053	 296.5362	 686.4788	 308.3564	 784.5887	 298.2731	 774.8354	 291.3555	 750.9346	 291.2282	 732.4578	 297.4314	 728.0616	 309.7431	 645.2179	 334.3054	 653.6193	 324.2082	 666.3500	 322.6203	 678.7066	 327.4407	 688.1733	 334.0130	 676.9498	 339.2311	 665.4441	 342.2971	 653.7719	 341.4698	 775.2703	 330.9689	 768.5383	 323.5466	 758.3312	 320.9485	 744.4486	 324.3497	 730.3680	 333.1828	 744.3893	 338.5064	 756.3056	 340.4069	 767.5886	 338.1820	 700.9111	 320.7127	 692.6745	 373.4459	 691.5495	 386.9048	 697.3617	 391.7075	 700.1026	 398.0075	 712.9445	 399.8792	 725.0099	 398.2907	 727.6598	 392.0603	 732.0412	 385.8799	 729.4946	 370.9947	 718.9766	 322.2576	 676.4165	 432.7375	 700.5556	 423.1928	 711.1093	 426.0706	 720.6298	 423.2800	 746.3927	 430.8530	 735.1689	 441.0119	 709.6052	 447.5102	 685.5325	 440.8900	 628.2751	 412.5976	 634.3647	 437.1263	 643.2753	 455.7856	 670.7724	 481.7606	 710.6929	 489.7585	 751.0506	 476.7938	 772.9270	 451.0190	 780.8666	 431.6876	 788.9806	 403.2449	
 628.7519	 312.4792	 642.6573	 297.8734	 663.4517	 293.8324	 681.6278	 296.4735	 686.4992	 308.2987	 784.6212	 298.2436	 774.8719	 291.3169	 750.9707	 291.1796	 732.4906	 297.3786	 728.0902	 309.6937	 645.2188	 334.2539	 653.6265	 324.1522	 666.3609	 322.5655	 678.7187	 327.3901	 688.1853	 333.9672	 676.9593	 339.1828	 665.4508	 342.2469	 653.7753	 341.4185	 775.2974	 330.9418	 768.5686	 323.5124	 758.3613	 320.9104	 744.4751	 324.3102	 730.3889	 333.1443	 744.4129	 338.4704	 756.3314	 340.3731	 767.6159	 338.1513	 700.9325	 320.6600	 692.6831	 373.4055	 691.5544	 386.8688	 697.3708	 391.6686	 700.1096	 397.9727	 712.9559	 399.8447	 725.0228	 398.2598	 727.6754	 392.0270	 732.0557	 385.8500	 729.5121	 370.9597	 719.0017	 322.2083	 676.4068	 432.7140	 700.5593	 423.1628	 711.1150	 426.0432	 720.6384	 423.2533	 746.3994	 430.8404	 735.1739	 440.9968	 709.6055	 447.4899	 685.5263	 440.8664	 628.2415	 412.5843	 634.3289	 437.1183	 643.2430	 455.7768	 670.7495	 481.7530	 710.6806	 489.7566	 751.0445	 476.8010	 772.9231	 451.0310	 780.8608	 431.7042	 788.9802	 403.2576	
 628.9008	 312.6237	 642.8119	 298.0234	 663.6092	 293.9858	 681.7863	 296.6285	 686.6564	 308.4529	 784.7737	 298.3953	 775.0280	 291.4717	 751.1294	 291.3364	 732.6499	 297.5357	 728.2478	 309.8495	 645.3694	 334.4015	 653.7800	 324.3024	 666.5150	 322.7167	 678.8722	 327.5413	 688.3377	 334.1178	 677.1123	 339.3338	 665.6038	 342.3977	 653.9275	 341.5681	 775.4494	 331.0941	 768.7235	 323.6670	 758.5170	 321.0655	 744.6300	 324.4643	 730.5422	 333.2968	 744.5669	 338.6242	 756.4858	 340.5276	 767.7697	 338.3054	 701.0895	 320.8149	 692.8365	 373.5587	 691.7063	 387.0211	 697.5258	 391.8243	 700.2632	 398.1272	 713.1110	 400.0013	 725.1770	 398.4157	 727.8308	 392.1838	 732.2088	 386.0044	 729.6666	 371.1148	 719.1591	 322.3641	 676.5544	 432.8635	 700.7129	 423.3185	 711.2685	 426.1993	 720.7924	 423.4099	 746.5484	 430.9930	 735.3244	 441.1511	 709.7571	 447.6449	 685.6761	 441.0187	 628.3740	 412.7167	 634.4617	 437.2522	 643.3797	 455.9157	 670.8926	 481.9002	 710.8261	 489.9075	 751.1867	 476.9492	 773.0615	 451.1748	 780.9950	 431.8432	 789.1152	 403.3964	
 629.0217	 312.4228	 642.9452	 297.8159	 663.7526	 293.7782	 681.9360	 296.4239	 686.8043	 308.2536	 784.9433	 298.2147	 775.2010	 291.2843	 751.2997	 291.1423	 732.8149	 297.3396	 728.4078	 309.6575	 645.4943	 334.2076	 653.9120	 324.1049	 666.6516	 322.5205	 679.0110	 327.3490	 688.4770	 333.9297	 677.2484	 339.1448	 665.7363	 342.2075	 654.0559	 341.3763	 775.6116	 330.9208	 768.8889	 323.4882	 758.6812	 320.8834	 744.7891	 324.2814	 730.6940	 333.1152	 744.7228	 338.4458	 756.6450	 340.3515	 767.9314	 338.1312	 701.2397	 320.6217	 692.9732	 373.3811	 691.8392	 386.8478	 697.6636	 391.6510	 700.3989	 397.9571	 713.2521	 399.8327	 725.3202	 398.2495	 727.9770	 392.0156	 732.3540	 385.8370	 729.8149	 370.9421	 719.3146	 322.1741	 676.6719	 432.7021	 700.8455	 423.1549	 711.4037	 426.0382	 720.9310	 423.2495	 746.6858	 430.8421	 735.4597	 440.9999	 709.8865	 447.4902	 685.7978	 440.8595	 628.4639	 412.5526	 634.5503	 437.0944	 643.4730	 455.7611	 670.9971	 481.7523	 710.9424	 489.7668	 751.3102	 476.8140	 773.1881	 451.0397	 781.1200	 431.7079	 789.2469	 403.2558	
 629.0068	 312.4631	 642.9255	 297.8728	 663.7272	 293.8444	 681.9059	 296.4938	 686.7726	 308.3194	 784.8980	 298.2749	 775.1556	 291.3537	 751.2566	 291.2173	 732.7740	 297.4144	 728.3672	 309.7268	 645.4726	 334.2515	 653.8878	 324.1576	 666.6244	 322.5759	 678.9810	 327.4033	 688.4449	 333.9813	 677.2177	 339.1962	 665.7077	 342.2578	 654.0305	 341.4240	 775.5629	 330.9767	 768.8404	 323.5515	 758.6344	 320.9486	 744.7451	 324.3437	 730.6527	 333.1715	 744.6774	 338.5042	 756.5967	 340.4111	 767.8816	 338.1902	 701.2036	 320.6868	 692.9345	 373.4303	 691.8000	 386.8913	 697.6202	 391.7016	 700.3551	 398.0032	 713.2039	 399.8831	 725.2701	 398.2986	 727.9263	 392.0687	 732.3049	 385.8860	 729.7675	 370.9965	 719.2743	 322.2411	 676.6336	 432.7261	 700.7984	 423.1964	 711.3535	 426.0798	 720.8785	 423.2933	 746.6298	 430.8742	 735.4038	 441.0327	 709.8352	 447.5228	 685.7547	 440.8877	 628.4487	 412.5412	 634.5311	 437.0798	 643.4472	 455.7529	 670.9573	 481.7549	 710.8894	 489.7755	 751.2512	 476.8213	 773.1311	 451.0452	 781.0678	 431.7076	 789.1973	 403.2624	
 629.0814	 312.4241	 643.0113	 297.8428	 663.8167	 293.8262	 681.9945	 296.4856	 686.8543	 308.3135	 784.9786	 298.3192	 775.2426	 291.3939	 751.3463	 291.2458	 732.8615	 297.4333	 728.4474	 309.7429	 645.5374	 334.2219	 653.9595	 324.1332	 666.6972	 322.5584	 679.0507	 327.3922	 688.5103	 333.9748	 677.2812	 339.1841	 665.7699	 342.2396	 654.0928	 341.3994	 775.6268	 331.0158	 768.9103	 323.5879	 758.7066	 320.9800	 744.8155	 324.3675	 730.7180	 333.1874	 744.7400	 338.5277	 756.6581	 340.4409	 767.9433	 338.2258	 701.2786	 320.6885	 692.9807	 373.4264	 691.8384	 386.8862	 697.6582	 391.7004	 700.3888	 398.0029	 713.2373	 399.8899	 725.3031	 398.3115	 727.9633	 392.0834	 732.3432	 385.9023	 729.8144	 371.0121	 719.3483	 322.2524	 676.6463	 432.7111	 700.8193	 423.1959	 711.3725	 426.0848	 720.8989	 423.3033	 746.6418	 430.8959	 735.4121	 441.0488	 709.8421	 447.5259	 685.7646	 440.8780	 628.4621	 412.4972	 634.5323	 437.0387	 643.4418	 455.7173	 670.9424	 481.7347	 710.8706	 489.7762	 751.2348	 476.8421	 773.1242	 451.0769	 781.0675	 431.7427	 789.2118	 403.3026	
 629.1054	 312.4372	 643.0366	 297.8560	 663.8432	 293.8379	 682.0219	 296.4956	 686.8825	 308.3225	 785.0002	 298.3144	 775.2659	 291.3915	 751.3718	 291.2473	 732.8887	 297.4373	 728.4754	 309.7470	 645.5657	 334.2339	 653.9880	 324.1451	 666.7258	 322.5690	 679.0795	 327.4010	 688.5393	 333.9822	 677.3113	 339.1930	 665.8006	 342.2500	 654.1230	 341.4110	 775.6531	 331.0121	 768.9375	 323.5860	 758.7343	 320.9797	 744.8435	 324.3687	 730.7465	 333.1898	 744.7695	 338.5285	 756.6877	 340.4404	 767.9719	 338.2236	 701.3083	 320.6957	 693.0159	 373.4337	 691.8746	 386.8932	 697.6970	 391.7077	 700.4275	 398.0093	 713.2770	 399.8953	 725.3417	 398.3149	 728.0016	 392.0869	 732.3791	 385.9045	 729.8492	 371.0151	 719.3781	 322.2575	 676.6867	 432.7185	 700.8616	 423.2022	 711.4150	 426.0897	 720.9411	 423.3072	 746.6811	 430.8946	 735.4541	 441.0493	 709.8865	 447.5302	 685.8075	 440.8849	 628.4907	 412.5056	 634.5646	 437.0465	 643.4793	 455.7253	 670.9873	 481.7410	 710.9171	 489.7779	 751.2762	 476.8373	 773.1587	 451.0682	 781.0965	 431.7317	 789.2370	 403.2910	
 629.2461	 312.4296	 643.1831	 297.8496	 663.9924	 293.8330	 682.1718	 296.4918	 687.0307	 308.3190	 785.1437	 298.3172	 775.4130	 291.3938	 751.5216	 291.2481	 733.0388	 297.4369	 728.6236	 309.7462	 645.7072	 334.2274	 654.1324	 324.1393	 666.8708	 322.5640	 679.2237	 327.3969	 688.6821	 333.9787	 677.4546	 339.1888	 665.9439	 342.2450	 654.2657	 341.4051	 775.7949	 331.0143	 769.0822	 323.5879	 758.8801	 320.9809	 744.9886	 324.3690	 730.8898	 333.1891	 744.9131	 338.5288	 756.8314	 340.4414	 768.1151	 338.2254	 701.4557	 320.6932	 693.1582	 373.4304	 692.0151	 386.8898	 697.8401	 391.7047	 700.5689	 398.0064	 713.4197	 399.8933	 725.4835	 398.3137	 728.1447	 392.0860	 732.5203	 385.9038	 729.9921	 371.0143	 719.5257	 322.2562	 676.8216	 432.7138	 701.0021	 423.1993	 711.5553	 426.0875	 721.0817	 423.3056	 746.8165	 430.8946	 735.5906	 441.0486	 710.0241	 447.5277	 685.9440	 440.8808	 628.6129	 412.4973	 634.6861	 437.0385	 643.6038	 455.7179	 671.1164	 481.7355	 711.0475	 489.7751	 751.4036	 476.8373	 773.2833	 451.0697	 781.2178	 431.7336	 789.3601	 403.2936	
