-1.1876,2.6281,0.5179
-361,-361,-361
-1.1867,2.6257,0.5452
1.076292,1.065982,10.81558
-1.1756,2.6390,0.5957
1.027554,1.136216,10.79807
-1.1656,2.6277,0.5825
0.9626616,1.085968,10.83851
-1.1635,2.6270,0.5831
0.9626616,0.9942984,10.7198
-1.1538,2.6226,0.5869
0.9624583,0.9922276,10.76855
-1.1477,2.6275,0.6086
0.9869508,0.9703848,10.76414
-1.1174,2.6231,0.6131
0.9626616,0.9031569,10.757
-1.1244,2.6190,0.6160
0.9466738,1.004291,10.72137
-1.1204,2.6183,0.6167
0.9381608,1.013736,10.73107
-1.1174,2.6190,0.6162
0.9381608,1.003232,10.75622
-1.0953,2.6169,0.6187
0.930201,0.9491962,10.74981
-1.1211,2.6141,0.6115
0.9464671,1.049528,10.78666
-1.1277,2.6090,0.5983
0.9707584,1.012974,10.7459
-1.1147,2.5884,0.5768
0.9626616,1.105641,10.78037
-1.1146,2.5874,0.5776
0.9544962,1.05631,10.79841
-1.1148,2.5756,0.5614
0.9628648,1.038858,10.77961
-1.0879,2.5774,0.5611
0.9383693,1.035899,10.78136
-1.1069,2.5806,0.5579
0.9221727,1.036182,10.83958
-1.0905,2.5707,0.5408
0.8976567,0.9249437,10.80093
-1.0846,2.5523,0.5300
0.8572935,0.9448245,10.83119
-1.0028,2.5235,0.4922
0.8168523,0.9088134,10.78229
-0.9652,2.5216,0.4950
0.8003972,0.7827696,10.74858
-0.8947,2.4988,0.4898
0.7359507,0.8919881,10.84713
-0.7972,2.4456,0.4833
0.6145305,0.6737571,10.80973
-0.6511,2.3411,0.4535
0.4845679,0.5969881,10.79166
-0.4259,2.1514,0.4354
0.3310224,0.6574025,10.78471
-0.2306,1.9848,0.4432
0.1855749,0.5185919,10.8215
-0.0265,1.8410,0.4323
0,0.3896418,10.81709
0.3622,1.6122,0.4008
-0.3663747,0.09086458,10.90815
0.4931,1.4940,0.3876
-0.5366834,-0.04658688,10.94858
0.6963,1.3610,0.3360
-0.7225344,-0.08158696,10.90267
0.8787,1.2829,0.3329
-0.9253501,-0.3037429,11.00407
1.1132,1.2217,0.3436
-1.128132,-0.2242651,11.03024
1.4122,1.1929,0.3838
-1.452122,-0.2926073,10.94573
1.7745,1.2016,0.4083
-1.808726,-0.2903391,10.94987
2.2610,1.2413,0.4219
-2.230024,-0.4217704,10.90041
2.8898,1.2629,0.4027
-2.708122,-0.5375543,10.9222
3.4785,1.2261,0.4290
-3.21065,-0.4749249,10.92873
4.0841,1.1269,0.4352
-3.761558,-0.7175267,10.91546
4.7089,0.9994,0.4896
-4.353207,-0.7295086,10.99536
5.2526,0.8810,0.5337
-4.912428,-0.9979124,11.0302
5.9076,0.7268,0.5824
-5.512067,-1.191137,10.93821
6.5417,0.5681,0.6436
-6.119812,-1.524767,11.00654
7.1112,0.4313,0.6516
-6.792376,-1.625203,11.08735
7.7929,0.2148,0.7028
-7.335187,-2.010358,11.02839
8.2978,0.0432,0.7373
-7.910534,-2.242621,10.95425
8.7631,-0.1431,0.8333
-8.429186,-2.434149,11.04431
9.2683,-0.3428,0.9190
-8.939735,-2.769441,11.03182
9.9159,-0.6657,1.1120
-9.3935,-2.982794,10.92448
10.3879,-0.9444,1.2918
-9.863543,-3.301764,10.87751
10.9222,-1.2154,1.4986
-10.39033,-3.519271,10.72236
11.4573,-1.4463,1.7344
-10.88457,-3.852865,10.72407
11.9680,-1.6428,1.9215
-11.54098,-4.084928,10.68396
12.6315,-1.8978,2.1767
-12.13257,-4.271212,10.60312
13.2068,-2.1197,2.3646
-12.79723,-4.509436,10.46668
13.7449,-2.3347,2.5616
-13.42123,-4.780137,10.43762
14.4112,-2.5597,2.7366
-14.11001,-5.008169,10.3484
15.0660,-2.7375,2.8839
-14.85556,-5.259202,10.27093
15.6058,-2.8918,3.0424
-15.51205,-5.531121,10.33932
16.2020,-3.0367,3.2022
-16.11156,-5.764297,10.28728
17.0750,-3.2154,3.3592
-16.75989,-5.905589,10.26258
17.5336,-3.2965,3.4069
-17.27851,-5.870832,10.08112
18.0202,-3.3860,3.4489
-17.76469,-6.270845,10.14335
18.4464,-3.4729,3.5383
-18.22655,-6.341573,10.18579
18.8642,-3.5291,3.6213
-18.63172,-6.410374,10.11642
19.3017,-3.5707,3.7341
-19.15028,-6.496442,10.08037
19.6801,-3.5795,3.8435
-19.61219,-6.652341,10.08164
20.1161,-3.6237,4.0347
-20.10644,-6.662309,10.02775
20.6146,-3.6862,4.2600
-20.59258,-6.66893,9.813071
20.9517,-3.7395,4.4944
-21.04638,-6.854941,9.735828
21.2446,-3.7606,4.7014
-21.38672,-6.879036,9.568231
21.4048,-3.7842,4.9323
-21.59735,-6.918501,9.5135
21.6471,-3.8165,5.1789
-21.79996,-7.031855,9.418368
21.7315,-3.8474,5.2845
-21.91338,-7.041501,9.401089
21.7541,-3.8454,5.3073
-21.95388,-6.927119,9.287664
21.7531,-3.8449,5.3076
-21.92148,-6.983449,9.432475
21.7349,-3.8348,5.2906
-21.82426,-6.889226,9.411292
21.6338,-3.7882,5.2376
-21.65411,-6.876791,9.437712
21.2276,-3.6780,5.0884
-21.33809,-6.661037,9.411513
20.8967,-3.5929,4.9588
-20.89249,-6.650932,9.628334
20.3179,-3.4803,4.7811
-20.28473,-6.539949,9.673999
19.6234,-3.3224,4.5605
-19.5717,-6.160003,9.70912
18.9199,-3.1571,4.3319
-18.74526,-6.04205,9.732961
18.0383,-2.9538,4.0574
-17.87011,-5.820748,9.923377
16.7169,-2.6385,3.7166
-16.94645,-5.530014,10.08711
15.8393,-2.4522,3.5481
-15.94973,-5.221644,10.04571
14.8389,-2.2081,3.3453
-14.95316,-5.106328,10.10137
13.8281,-1.9219,3.1800
-13.89959,-4.825015,10.13081
12.9162,-1.6209,3.0674
-12.78136,-4.384577,10.18774
11.8090,-1.2287,2.9601
-11.79305,-4.176215,10.17123
10.7880,-0.8421,2.8551
-10.74772,-3.81075,10.28622
9.8870,-0.5640,2.7463
-9.702433,-3.518201,10.19599
8.9070,-0.2818,2.6326
-8.697753,-3.068295,10.25898
7.9444,-0.0836,2.5046
-7.798403,-2.736481,10.29345
7.1344,0.0676,2.3695
-6.91523,-2.603603,10.37427
6.3018,0.1799,2.1813
-6.056248,-2.367589,10.37605
5.0912,0.2362,1.9544
-5.335167,-2.270347,10.52146
4.3814,0.2157,1.8058
-4.51692,-1.994135,10.50349
3.6628,0.1412,1.6543
-3.77963,-2.170328,10.53942
2.9434,0.1011,1.5092
-3.090919,-2.110332,10.66528
2.3230,0.1126,1.3976
-2.386057,-1.876845,10.63701
1.5515,0.1887,1.3461
-1.681094,-1.738519,10.71954
0.7773,0.3635,1.2614
-0.9115012,-1.665077,10.66485
0.1131,0.5334,1.1987
-0.2148914,-1.164219,10.69411
-0.6841,0.8139,1.1325
0.5147229,-1.04371,10.59368
-1.5012,1.1121,1.1116
1.235906,-0.6942015,10.57418
-2.2580,1.4261,1.1279
2.02999,-0.3446562,10.63659
-3.0973,1.8364,1.1249
2.848332,0.2022238,10.57715
-4.3977,2.4863,1.0413
3.650392,0.5298201,10.54772
-5.1270,2.8744,0.9424
4.436281,0.839846,10.5602
-5.9611,3.2463,0.8050
5.222097,1.346135,10.61765
-6.7533,3.6199,0.7323
6.007923,1.695458,10.59325
-7.4732,3.9542,0.6967
6.720795,2.146006,10.71115
-8.2924,4.2754,0.6694
7.466346,2.417188,10.71223
-9.0690,4.5448,0.6652
8.187459,2.684713,10.71441
-9.7133,4.7285,0.6773
8.94079,3.079122,10.75121
-10.4653,4.8402,0.6596
9.662004,3.208982,10.77992
