{537.986328125, 232.496148003472},{608.973046875, 231.939518229167},{574.3123046875, 265.030642361111},{572.595678710937, 304.677159288194}
{-1, -1},{-1, -1},{-1, -1},{-1, -1}
{537.920166015625, 232.463248697917},{608.902587890625, 231.927897135417},{574.22734375, 265.003917100694},{572.497875976562, 304.644943576389}
{536.867858886719, 232.104309082031},{609.325988769531, 230.540756225586},{574.184387207031, 259.986907958984},{574.828979492188, 304.256652832031}
{537.99443359375, 232.476236979167},{608.978271484375, 231.901866319444},{574.324975585938, 264.997189670139},{572.62275390625, 304.63974609375}
{536.72607421875, 232.075088500977},{609.202819824219, 230.541900634766},{574.0908203125, 259.972045898438},{574.666015625, 304.261413574219}
{537.873876953125, 232.449457465278},{608.860034179688, 231.921744791667},{574.170849609375, 264.994314236111},{572.437353515625, 304.635481770833}
{536.671081542969, 232.068511962891},{609.151306152344, 230.514739990234},{573.970336914063, 260.002868652344},{574.633483886719, 304.248138427734}
{537.9328125, 232.458387586806},{608.920727539062, 231.897645399306},{574.248876953125, 264.986642795139},{572.538549804687, 304.629123263889}
{536.6044921875, 232.040588378906},{609.131469726563, 230.465301513672},{573.916198730469, 259.875610351563},{574.612060546875, 304.256469726563}
{537.910034179688, 232.479937065972},{608.896166992188, 231.917122395833},{574.218896484375, 265.007063802083},{572.510107421875, 304.648459201389}
{536.572143554688, 232.048248291016},{609.085510253906, 230.432220458984},{573.911376953125, 259.874633789063},{574.613891601563, 304.229919433594}
{537.849145507813, 232.462044270833},{608.840673828125, 231.870887586806},{574.177221679687, 264.975282118056},{572.489721679687, 304.619227430556}
{536.54443359375, 232.038162231445},{609.0439453125, 230.453216552734},{573.884033203125, 259.892211914063},{574.547973632813, 304.221435546875}
{537.86328125, 232.462717013889},{608.85615234375, 231.86044921875},{574.196826171875, 264.970431857639},{572.517309570312, 304.614898003472}
{536.4521484375, 232.053802490234},{608.976928710938, 230.458038330078},{573.853698730469, 259.94384765625},{574.479248046875, 304.257110595703}
{537.721997070312, 232.4064453125},{608.72197265625, 231.822580295139},{574.051611328125, 264.924077690972},{572.361083984375, 304.570421006944}
{536.459716796875, 232.037109375},{609.007019042969, 230.440856933594},{573.793090820313, 259.898742675781},{574.498657226563, 304.262817382813}
{537.644482421875, 232.429720052083},{608.64072265625, 231.850705295139},{573.964916992187, 264.949620225694},{572.27109375, 304.594563802083}
{536.453186035156, 232.032257080078},{609.003540039063, 230.435943603516},{573.763977050781, 259.886077880859},{574.493713378906, 304.261016845703}
{537.651489257813, 232.444835069444},{608.647045898437, 231.837152777778},{573.9900390625, 264.950141059028},{572.316162109375, 304.595974392361}
{536.434143066406, 232.087417602539},{608.994689941406, 230.449813842773},{573.753173828125, 259.875732421875},{574.521301269531, 304.3056640625}
{537.643115234375, 232.428515625},{608.650439453125, 231.825325520833},{573.984497070313, 264.941362847222},{572.307177734375, 304.593532986111}
{536.416625976563, 232.093383789063},{608.972473144531, 230.466156005859},{573.743957519531, 260.032287597656},{574.490966796875, 304.312072753906}
{537.616723632813, 232.452593315972},{608.620166015625, 231.856467013889},{573.947778320313, 264.968782552083},{572.265185546875, 304.619303385417}
{536.403930664063, 232.095687866211},{608.954956054688, 230.468566894531},{573.773010253906, 259.947845458984},{574.475769042969, 304.3095703125}
{537.541796875, 232.479535590278},{608.532568359375, 231.864420572917},{573.877880859375, 264.980805121528},{572.20927734375, 304.625423177083}
{536.419494628906, 232.05744934082},{608.9638671875, 230.44075012207},{573.766967773438, 259.943969726563},{574.477478027344, 304.269836425781}
{537.671362304687, 232.495930989583},{608.653588867188, 231.861512586806},{574.017138671875, 264.983289930556},{572.361474609375, 304.623719618056}
{536.420776367188, 232.017883300781},{608.946472167969, 230.401596069336},{573.779907226563, 259.832702636719},{574.468994140625, 304.211730957031}
{537.522216796875, 232.474392361111},{608.513916015625, 231.865071614583},{573.853295898438, 264.978689236111},{572.181030273438, 304.623220486111}
{536.417297363281, 232.016250610352},{608.957092285156, 230.399642944336},{573.820922851563, 259.928466796875},{574.472900390625, 304.224182128906}
{537.557641601563, 232.452766927083},{608.552685546875, 231.83388671875},{573.90126953125, 264.952408854167},{572.23583984375, 304.598611111111}
{536.360473632813, 232.033386230469},{608.899780273438, 230.375732421875},{573.781616210938, 259.874938964844},{574.457153320313, 304.22021484375}
{537.534130859375, 232.424283854167},{608.532592773438, 231.819097222222},{573.873120117187, 264.931130642361},{572.1986328125, 304.577983940972}
{536.367980957031, 232.024322509766},{608.91162109375, 230.407638549805},{573.748229980469, 259.900817871094},{574.425537109375, 304.236053466797}
{537.5466796875, 232.449099392361},{608.542724609375, 231.831749131944},{573.888061523438, 264.949631076389},{572.221801757813, 304.595909288194}
{536.322692871094, 232.018936157227},{608.88818359375, 230.381210327148},{573.716857910156, 259.925476074219},{574.412353515625, 304.242126464844}
{537.544116210938, 232.327788628472},{608.551586914062, 231.710036892361},{573.8904296875, 264.832595486111},{572.224267578125, 304.483767361111}
{536.332580566406, 232.042282104492},{608.888000488281, 230.384246826172},{573.717468261719, 259.947082519531},{574.437683105469, 304.245147705078}
{537.419873046875, 232.328179253472},{608.427807617187, 231.710221354167},{573.762915039062, 264.832996961806},{572.097875976562, 304.484201388889}
{536.292358398438, 232.078506469727},{608.859436035156, 230.420196533203},{573.692932128906, 259.944580078125},{574.403564453125, 304.29296875}
{537.4615234375, 232.420974392361},{608.465795898437, 231.780132378472},{573.81416015625, 264.914312065972},{572.164428710938, 304.565755208333}
{536.281311035156, 232.128936767578},{608.869873046875, 230.449584960938},{573.630126953125, 260.047485351563},{574.424499511719, 304.354522705078}
{537.392626953125, 232.458561197917},{608.396801757812, 231.851128472222},{573.724340820312, 264.969292534722},{572.0515625, 304.620269097222}
{536.2919921875, 232.184066772461},{608.836242675781, 230.495468139648},{573.618469238281, 260.033721923828},{574.422241210938, 304.360412597656}
{537.35166015625, 232.462717013889},{608.366650390625, 231.822471788194},{573.70888671875, 264.962076822917},{572.058862304688, 304.620583767361}
{536.332092285156, 232.194961547852},{608.864318847656, 230.506637573242},{573.650695800781, 260.147583007813},{574.455993652344, 304.359344482422}
{537.359448242187, 232.466102430556},{608.373217773438, 231.826529947917},{573.71787109375, 264.965700954861},{572.0669921875, 304.624034288194}
{536.403930664063, 232.181838989258},{608.9443359375, 230.524108886719},{573.72119140625, 260.164337158203},{574.501098632813, 304.369812011719}
{537.47724609375, 232.478580729167},{608.498510742187, 231.838042534722},{573.839575195312, 264.982552083333},{572.187670898438, 304.645974392361}
{536.4794921875, 232.156127929688},{608.982055664063, 230.499252319336},{573.888061523438, 260.019104003906},{574.556762695313, 304.306457519531}
{537.432250976563, 232.468446180556},{608.454467773438, 231.845149739583},{573.782104492188, 264.981260850694},{572.118725585937, 304.644194878472}
{536.468200683594, 232.175079345703},{609.017272949219, 230.47607421875},{573.876281738281, 260.066833496094},{574.611206054688, 304.35107421875}
{537.512548828125, 232.433561197917},{608.546166992188, 231.783040364583},{573.89228515625, 264.93564453125},{572.247827148438, 304.604839409722}
{536.422180175781, 232.166320800781},{608.985229492188, 230.466995239258},{573.836853027344, 260.084899902344},{574.572570800781, 304.356201171875}
{537.473168945313, 232.538422309028},{608.512109375, 231.901974826389},{573.843139648438, 265.051095920139},{572.188842773438, 304.723947482639}
{536.38525390625, 232.167449951172},{608.966003417969, 230.488265991211},{573.833190917969, 260.100036621094},{574.524230957031, 304.38525390625}
{537.519995117187, 232.531803385417},{608.571337890625, 231.872819010417},{573.909619140625, 265.038368055556},{572.270581054687, 304.718576388889}
{536.333435058594, 232.192657470703},{608.954711914063, 230.533081054688},{573.726379394531, 260.165588378906},{574.473022460938, 304.461181640625}
{537.394604492187, 232.515310329861},{608.47900390625, 231.849565972222},{573.795190429688, 265.034385850694},{572.160815429688, 304.733083767361}
{536.262573242188, 232.333572387695},{608.933471679688, 230.683151245117},{573.71533203125, 260.341522216797},{574.417846679688, 304.656646728516}
{537.20537109375, 232.614398871528},{608.3537109375, 231.945952690972},{573.611791992187, 265.164615885417},{571.978491210937, 304.899739583333}
